time,workshop,dist,amphora,exterior_diam,protruding_rim,rim_w,rim_w_2
0,malpica,10,amphora_1,168.840932978,29.6972275603,32.5597860982,37.3382762703
0,malpica,10,amphora_2,171.45754226,12.9084641825,29.7402968908,35.3472927305
0,malpica,10,amphora_3,167.543861209,10.4659016928,30.5829659091,32.8737582554
0,malpica,10,amphora_4,160.159667534,21.0010271441,29.1489658141,38.8849148067
0,malpica,10,amphora_5,173.900642041,11.9941179009,22.0631323214,39.6153632676
0,malpica,10,amphora_6,144.474336157,22.5433846466,32.2211987826,35.777955521
0,malpica,10,amphora_7,159.311588456,13.6509853132,32.5297570135,39.4040736473
0,malpica,10,amphora_8,164.370628233,20.2764814438,42.6181270669,41.1205947278
0,malpica,10,amphora_9,165.517224081,19.5510264492,34.2560133646,35.032132747
0,malpica,10,amphora_10,185.357727605,23.9442960581,28.4357846516,38.2713735957
0,malpica,10,amphora_11,180.855307287,17.6666497575,29.0341684786,42.6950371605
0,malpica,10,amphora_12,173.682034945,19.1491992855,31.6599857075,38.3578673061
0,malpica,10,amphora_13,168.061485365,26.3569161195,27.1200149466,35.4149049288
0,malpica,10,amphora_14,165.821292101,11.5528278831,36.0918912348,39.0453276666
0,malpica,10,amphora_15,176.703355138,23.5554145602,31.9401949601,35.0174544765
0,malpica,10,amphora_16,167.719597946,21.2336457392,34.088515496,39.5149826475
0,malpica,10,amphora_17,155.466508697,24.7802434349,31.1691572316,37.0865021501
0,malpica,10,amphora_18,159.617102082,19.6883358505,34.1519124165,39.7551262579
0,malpica,10,amphora_19,152.533504521,9.6648926357,27.2695004354,34.3245940634
0,malpica,10,amphora_20,179.375557431,16.0972676301,27.1352823133,40.7623506519
0,malpica,10,amphora_21,179.185265903,17.2741476553,32.9006982535,43.0147080646
0,malpica,10,amphora_22,166.125874666,16.683917852,34.9043706934,31.5619730067
0,malpica,10,amphora_23,161.361869787,24.9822648539,32.1775127591,38.5687939068
0,malpica,10,amphora_24,166.492288331,12.7191801459,29.3903765565,40.0011308797
0,malpica,10,amphora_25,154.706651037,14.8468811068,29.8388455108,37.3639746127
0,malpica,10,amphora_26,175.585476169,22.7052239396,29.960704512,39.4388021639
0,malpica,10,amphora_27,179.990497735,7.95389086783,38.1323998508,34.9841209479
0,malpica,10,amphora_28,191.618688133,20.0592132376,28.247890592,36.9835705014
0,malpica,10,amphora_29,163.119023899,15.0804146109,32.8467653173,35.8949488145
0,malpica,10,amphora_30,164.631952022,13.5425833325,30.9583038838,35.9291038672
0,malpica,10,amphora_31,182.521782164,18.4715603913,31.7754028409,42.1103020114
0,malpica,10,amphora_32,149.843476476,17.0725479809,28.5366838758,34.9400710411
0,malpica,10,amphora_33,171.254067695,23.0196284678,33.0698664865,36.2389185352
0,malpica,10,amphora_34,146.714055659,14.9039235346,35.0998340589,35.598994748
0,malpica,10,amphora_35,151.901695764,16.450205291,30.1044533566,37.1086350688
0,malpica,10,amphora_36,181.390541936,20.3587089442,37.4521520549,37.8777335076
0,malpica,10,amphora_37,171.345842219,24.9635711857,34.6596367646,37.1972691603
0,malpica,10,amphora_38,154.880848468,11.391731795,31.7640983547,37.4136708437
0,malpica,10,amphora_39,158.521982098,20.3080091639,34.7457282664,37.8853983738
0,malpica,10,amphora_40,175.813173696,8.43182149542,24.6668802414,34.7222646125
0,malpica,10,amphora_41,154.329070962,20.4150534198,30.5680393361,40.9216703737
0,malpica,10,amphora_42,160.019906256,14.9734113605,36.7369489567,33.2572550311
0,malpica,10,amphora_43,160.498911373,21.0481001691,31.2236303159,38.7636554576
0,malpica,10,amphora_44,161.84522251,15.2759091994,37.9890621147,37.8483087851
0,malpica,10,amphora_45,164.319940349,18.6121601883,26.2047598968,36.5133919459
0,malpica,10,amphora_46,163.224240776,14.5813287777,28.8268621273,39.0897027869
0,malpica,10,amphora_47,157.800411444,20.0886057805,30.6646180919,35.9295360483
0,malpica,10,amphora_48,171.20420372,17.9328717284,26.6389776259,33.4464973688
0,malpica,10,amphora_49,182.744309865,31.0697930405,31.9763553105,37.6512721683
0,malpica,10,amphora_50,180.905625905,11.769419635,34.6188405861,33.8042140199
0,malpica,10,amphora_51,162.772226941,22.8609898267,27.0903689511,39.6040801721
0,malpica,10,amphora_52,158.560459941,15.8917279675,27.4499486632,32.6411650218
0,malpica,10,amphora_53,161.983081145,17.9720983436,32.5038600994,37.9761500533
0,malpica,10,amphora_54,164.011780528,13.6684540429,32.634004155,34.6893625998
0,malpica,10,amphora_55,159.629833184,16.2955374626,26.5854189267,37.4190819571
0,malpica,10,amphora_56,168.748522226,14.20599893,36.416584331,35.8576168908
0,malpica,10,amphora_57,170.641620015,20.5735637043,33.8817009968,38.206020269
0,malpica,10,amphora_58,178.201874507,19.0771156801,36.4033524433,39.7467060787
0,malpica,10,amphora_59,170.415327702,23.0419889185,21.3186702001,36.4834435617
0,malpica,10,amphora_60,178.514959499,10.6839382054,28.2744803802,35.2692431855
0,malpica,10,amphora_61,168.831270172,20.5302738042,21.9159026838,34.7973939636
0,malpica,10,amphora_62,167.760038674,17.9201631968,28.1187067586,38.5570550391
0,malpica,10,amphora_63,166.326355895,22.2894703425,27.9399369829,35.4171081613
0,malpica,10,amphora_64,163.348782052,22.3545565281,29.8941774444,38.7859790304
0,malpica,10,amphora_65,168.234620677,21.1186813128,35.4934886742,35.170439581
0,malpica,10,amphora_66,172.634457468,17.3373066517,33.1743874068,34.4478923188
0,malpica,10,amphora_67,153.248307559,19.4213425098,32.984617082,35.5105296084
0,malpica,10,amphora_68,136.194820955,20.1388418773,41.4045163757,35.969584878
0,malpica,10,amphora_69,184.479619646,18.9041787893,25.9771878064,35.5377877143
0,malpica,10,amphora_70,169.40899711,22.2289409736,34.2517662419,39.3216512826
0,malpica,10,amphora_71,162.999585501,11.6033559626,34.4716788379,39.2669081529
0,malpica,10,amphora_72,164.047784816,17.153337975,31.0329547557,34.70259405
0,malpica,10,amphora_73,168.713174165,20.0562739575,25.4105836962,35.965982192
0,malpica,10,amphora_74,175.03787624,19.1530798354,41.1310928867,35.890707712
0,malpica,10,amphora_75,162.395651487,17.2698753516,32.1960511313,36.6225364997
0,malpica,10,amphora_76,163.90491005,18.2877999895,32.2134001076,37.9409988495
0,malpica,10,amphora_77,185.611466666,14.0174255778,35.7804281207,35.7116372476
0,malpica,10,amphora_78,163.841334907,21.3672298612,39.5047497911,32.9298654292
0,malpica,10,amphora_79,175.094441607,18.4569603028,36.8546587776,38.2081532819
0,malpica,10,amphora_80,167.998621516,11.6468941426,25.9312594695,34.7662509607
0,malpica,10,amphora_81,163.544861798,23.5028268291,30.7137830796,37.9791146752
0,malpica,10,amphora_82,168.557344387,20.1589637907,31.5892211659,41.7801930039
0,malpica,10,amphora_83,168.422715939,25.636982956,35.0945625445,38.4374125018
0,malpica,10,amphora_84,169.900961035,18.2051771125,34.5888860245,42.1742015171
0,malpica,10,amphora_85,172.483533449,19.6019886473,33.8733505796,38.8891780399
0,malpica,10,amphora_86,175.717210624,12.5627175606,30.4086739805,33.229652214
0,malpica,10,amphora_87,182.664775383,14.7760332158,40.5897092573,40.2073814374
0,malpica,10,amphora_88,172.048144679,15.2662662863,38.9155295828,41.6202834813
0,malpica,10,amphora_89,149.557882069,18.3325385585,27.9912066813,36.8705016105
0,malpica,10,amphora_90,170.489642292,23.647867012,37.3485450129,38.2983242407
0,malpica,10,amphora_91,164.518526793,11.362876572,24.1191853075,35.7590412002
0,malpica,10,amphora_92,152.469563186,25.0441482542,31.7266565673,38.4779561884
0,malpica,10,amphora_93,178.289798046,15.5635627437,31.6327680953,31.2315140664
0,malpica,10,amphora_94,186.04958081,19.1121210475,37.1133732718,40.2289491421
0,malpica,10,amphora_95,179.014438889,17.5737860781,33.6176526228,37.352166634
0,malpica,10,amphora_96,168.708921633,6.14343098158,35.8330719884,39.2008046796
0,malpica,10,amphora_97,186.472133596,17.5476856158,32.9722670729,42.2114632374
0,malpica,10,amphora_98,163.902316866,22.5122988798,29.6162040187,36.3888100376
0,malpica,10,amphora_99,165.030928406,14.8185515382,30.1715674738,34.34573901
0,villaseca,10,amphora_1,159.950603028,26.768102283,30.8809058054,37.2915492861
