time,workshop,dist,amphora,exterior_diam,protruding_rim,rim_w,rim_w_2
0,malpica,10,amphora_1,171.586348948,13.7214686151,27.9385972613,38.7060223724
0,malpica,10,amphora_2,169.334451803,15.8466552033,34.3679010396,41.3191257295
0,malpica,10,amphora_3,160.68522278,14.5954711029,30.4146541049,35.5476182708
0,malpica,10,amphora_4,173.943557007,19.3277558524,28.7810805335,35.8893613483
0,malpica,10,amphora_5,156.521123626,17.3598051207,32.8000214319,37.6563083144
0,malpica,10,amphora_6,176.646927679,12.3679136954,31.6215225503,34.7476482735
0,malpica,10,amphora_7,159.503801,21.9551503431,36.0427060168,34.5716015106
0,malpica,10,amphora_8,170.432517108,26.6038524315,24.9898004682,34.0430031298
0,malpica,10,amphora_9,165.744308085,11.0845655113,31.2620134693,36.2336330913
0,malpica,10,amphora_10,163.073749454,15.0302893503,31.6807899735,32.6928465731
0,malpica,10,amphora_11,176.855500937,18.9053279859,33.2567283134,35.8454329683
0,malpica,10,amphora_12,149.736641411,22.6877843701,27.4406023592,38.2016895013
0,malpica,10,amphora_13,171.616014893,18.3437825964,31.9498198264,38.4963194975
0,malpica,10,amphora_14,170.191508531,23.4322864472,32.9854431515,39.6050147483
0,malpica,10,amphora_15,186.900072538,9.55218609635,32.1570685976,36.0037774826
0,malpica,10,amphora_16,152.181167234,20.5624437768,26.6058359289,38.1397879662
0,malpica,10,amphora_17,171.035355097,10.0351810624,27.1858954453,37.750471575
0,malpica,10,amphora_18,154.758319671,11.4442380436,36.0715854992,39.2698030042
0,malpica,10,amphora_19,163.115402645,16.4491731563,28.0360656901,36.5348551473
0,malpica,10,amphora_20,166.339523612,20.6047426101,32.7905389523,33.8501340879
0,malpica,10,amphora_21,156.187867016,15.70428953,38.7248683456,37.6646668975
0,malpica,10,amphora_22,170.314235485,11.9263912057,38.4718653287,37.3040634561
0,malpica,10,amphora_23,170.699447328,16.4493676715,33.341961108,38.4836623904
0,malpica,10,amphora_24,181.195179787,23.6412058277,29.4855987072,36.9551331388
0,malpica,10,amphora_25,169.586822026,16.658534196,37.6597980515,38.7792843736
0,malpica,10,amphora_26,169.336630286,15.747993735,33.0181369213,39.7230454198
0,malpica,10,amphora_27,178.63036961,23.4303624909,39.8604538218,39.5990708075
0,malpica,10,amphora_28,179.542878296,15.2933321758,29.1869327459,34.6880836658
0,malpica,10,amphora_29,184.265892027,22.1949169116,22.9047803514,42.7622078972
0,malpica,10,amphora_30,177.179621176,20.7635938869,30.4527393724,39.3407211397
0,malpica,10,amphora_31,168.043033653,21.8852108826,31.4438025698,37.5783566633
0,malpica,10,amphora_32,146.465670371,16.918330347,33.9644259393,36.7390180849
0,malpica,10,amphora_33,171.524732663,22.7881636328,34.8620577451,35.4090697645
0,malpica,10,amphora_34,176.301232762,19.7839886557,31.9706106289,44.3232604161
0,malpica,10,amphora_35,179.673461424,14.669042358,34.6728267118,36.7176712457
0,malpica,10,amphora_36,169.039787449,16.5202026788,30.2103838164,38.9415139554
0,malpica,10,amphora_37,164.089798017,11.9171204102,25.3267426241,37.1280693337
0,malpica,10,amphora_38,162.784956991,18.8687871605,29.7770296765,38.6572662616
0,malpica,10,amphora_39,171.966705868,21.1478055489,26.5017361666,38.9161097287
0,malpica,10,amphora_40,158.676172799,20.1428633907,30.4114001332,35.6190597094
0,malpica,10,amphora_41,152.535929513,16.046733077,25.4207069961,38.6295016705
0,malpica,10,amphora_42,163.785319137,13.2816344156,35.3107567298,36.7718243741
0,malpica,10,amphora_43,193.498970427,23.223789574,30.8428079168,37.0145193631
0,malpica,10,amphora_44,174.796513717,21.2678904221,33.1153102482,36.0473326187
0,malpica,10,amphora_45,183.912291822,15.2035840452,30.2815631371,37.7051037099
0,malpica,10,amphora_46,186.526715691,15.1517067027,29.7444625012,29.9072449627
0,malpica,10,amphora_47,171.453893187,17.1700827915,29.6191451792,42.2920872534
0,malpica,10,amphora_48,182.949677001,22.4036626554,39.3139862542,39.3176840198
0,malpica,10,amphora_49,155.362817032,26.5857718139,37.1607551791,39.6102902947
