time,workshop,dist,amphora,exterior_diam,protruding_rim,rim_w,rim_w_2
0,malpica,10,amphora_1,155.803484626,23.8481619626,31.1852644971,45.6029302253
0,malpica,10,amphora_2,165.565911794,20.6291142622,32.2350901604,38.5004612013
0,malpica,10,amphora_3,169.909162467,11.3263648093,27.210191718,36.2969596314
0,malpica,10,amphora_4,163.462339953,19.2106369536,31.3115441919,34.6549263067
0,malpica,10,amphora_5,161.039298945,20.8096239969,31.1239246378,37.1380730307
0,malpica,10,amphora_6,170.659772008,17.1669131323,28.8294929361,37.6176054347
0,malpica,10,amphora_7,161.526807218,30.6369450345,25.308696233,40.0425635837
0,malpica,10,amphora_8,178.692959873,13.8929464018,39.9153589018,35.4886902204
0,malpica,10,amphora_9,161.283201364,8.15666227589,33.7116364358,35.4244393143
0,malpica,10,amphora_10,180.886978296,8.99484247911,36.3587937718,35.6114692246
0,malpica,10,amphora_11,180.187426358,13.7444003897,23.6536538908,40.4289337182
0,malpica,10,amphora_12,151.290119648,10.7218932691,35.9637406196,33.2016918187
0,malpica,10,amphora_13,155.464420958,19.0601865676,28.4841457542,36.1140131009
0,malpica,10,amphora_14,184.40589123,22.5471961058,29.8199595637,38.638661112
0,malpica,10,amphora_15,170.693691648,17.3612719185,26.5183052176,36.5074799087
0,malpica,10,amphora_16,138.471993219,15.9602714499,39.8473737766,37.8286555764
0,malpica,10,amphora_17,188.520988346,21.5486414524,32.9839407421,37.2353019883
0,malpica,10,amphora_18,170.463747425,20.8211944767,34.8492941314,38.2896938756
0,malpica,10,amphora_19,159.914576988,19.8968377226,29.5850458915,36.0400813856
0,malpica,10,amphora_20,170.983771704,17.455965699,32.6833687147,39.8378812877
0,malpica,10,amphora_21,184.432237338,23.6999593012,36.0491330241,34.9243090537
0,malpica,10,amphora_22,160.156154844,23.2428748645,26.7197365323,41.0997317685
0,malpica,10,amphora_23,157.086252372,19.5857063625,32.2597148561,36.6904479054
0,malpica,10,amphora_24,155.248768321,22.008577943,28.7268644505,37.0787178403
0,malpica,10,amphora_25,151.282735871,16.2672077247,33.7959443918,36.8687488541
0,malpica,10,amphora_26,141.399195272,8.400132072,21.2140938907,35.0325491396
0,malpica,10,amphora_27,186.216704314,13.7205091823,28.3322933799,38.2269865459
0,malpica,10,amphora_28,183.931530491,10.7167546304,30.8953961927,36.5918719621
0,malpica,10,amphora_29,154.811433675,19.9727156758,35.3137351179,36.8172972811
0,malpica,10,amphora_30,170.947152346,23.8800320958,35.1466195714,43.4063782104
0,malpica,10,amphora_31,178.041315611,13.4571405959,31.2276958358,36.6915706046
0,malpica,10,amphora_32,159.217491165,20.0251213072,27.1277161607,35.2814637448
0,malpica,10,amphora_33,155.621210974,25.1879290431,26.8598293438,40.3849089095
0,malpica,10,amphora_34,171.914797944,22.0827278685,29.2051984863,37.504532381
0,malpica,10,amphora_35,167.831392792,15.8169261921,32.7207617886,37.9252485598
0,malpica,10,amphora_36,168.06003435,20.0788518131,33.0146637457,33.8651496441
0,malpica,10,amphora_37,149.278108032,17.8242456307,36.0726502029,38.6836211734
0,malpica,10,amphora_38,154.619257946,18.4961453552,30.4653157356,39.6590245838
0,malpica,10,amphora_39,162.477844397,14.5367762431,32.0819566173,36.7348624268
0,malpica,10,amphora_40,170.384637391,14.6818200825,29.5841311163,38.1808480297
0,malpica,10,amphora_41,152.072476611,9.72723449634,36.947050442,32.9272301967
0,malpica,10,amphora_42,153.471820187,22.8542094315,30.0846536853,33.3542758159
0,malpica,10,amphora_43,165.838278025,21.9827989678,32.9834290147,35.520119459
0,malpica,10,amphora_44,170.780996018,13.9021430737,34.3469212133,40.8142395986
0,malpica,10,amphora_45,158.935532862,24.0690141432,25.1710038443,38.2685494125
0,malpica,10,amphora_46,159.24229814,24.8478686802,29.1562926216,35.6853752344
0,malpica,10,amphora_47,164.55827191,15.3486153032,24.0788648879,35.408427344
0,malpica,10,amphora_48,175.977392016,18.0299369595,25.1748477012,33.6363785203
0,malpica,10,amphora_49,157.930498469,16.2921036112,34.3583371785,35.7275384379
0,malpica,10,amphora_50,161.367710486,16.6016682075,30.27114147,34.6929815073
0,malpica,10,amphora_51,154.639770222,14.340962751,33.8579162325,35.4269959459
0,malpica,10,amphora_52,173.517362061,17.4293905511,33.6409683553,37.3002514327
0,malpica,10,amphora_53,174.414561703,26.4742979451,27.6089401149,39.4506785549
0,malpica,10,amphora_54,181.223173576,20.4813443235,31.4379179583,36.8122685678
0,malpica,10,amphora_55,195.138482889,17.6400535883,24.896444751,39.4759634784
0,malpica,10,amphora_56,177.293894623,20.438471658,30.8996800053,38.1302898349
0,malpica,10,amphora_57,160.541012053,19.0561414483,28.042333356,33.5234672817
0,malpica,10,amphora_58,181.081780358,25.3966537245,33.0929133224,35.9600467595
0,malpica,10,amphora_59,183.733947413,18.0124046509,26.042246445,37.876950276
0,malpica,10,amphora_60,155.328869286,19.1212498576,35.6718474551,38.3385094359
0,malpica,10,amphora_61,146.909171226,16.2457047851,25.8322065117,34.565980151
0,malpica,10,amphora_62,144.645435091,12.4845342176,33.968687232,40.8021926569
0,malpica,10,amphora_63,164.634848852,15.2687171474,29.1513824451,37.7065269352
0,malpica,10,amphora_64,149.735898111,26.1262514967,28.1973987114,38.1604504907
0,malpica,10,amphora_65,187.186558983,12.205965043,32.9924966477,36.3336344423
0,malpica,10,amphora_66,168.243509261,25.3052900826,33.7677827531,42.317038326
0,malpica,10,amphora_67,161.544039626,23.2934559716,31.5569665273,39.9438345327
0,malpica,10,amphora_68,153.597542406,18.8706714242,34.0285138469,34.0835666191
0,malpica,10,amphora_69,175.944711787,23.3644448792,34.1111828362,36.4531931553
