time,workshop,dist,amphora,exterior_diam,protruding_rim,rim_w,rim_w_2
0,malpica,10,amphora_1,191.723821408,23.3047668218,38.1405057707,38.1728472883
0,malpica,10,amphora_2,191.975969331,24.3447085527,35.789206027,37.8374755228
0,malpica,10,amphora_3,166.623677974,21.0729118802,26.9907884552,41.2011353946
0,malpica,10,amphora_4,143.039404522,20.961237761,36.8728648635,39.2844533737
0,malpica,10,amphora_5,177.171246742,23.9155068752,25.3871038416,37.4489625804
0,malpica,10,amphora_6,168.370714956,13.5204611582,38.9298813355,39.1121369592
0,malpica,10,amphora_7,170.051794926,19.7176122821,29.261506964,37.7264493126
0,malpica,10,amphora_8,159.313096272,15.7909587904,36.3619959535,40.9693065449
0,malpica,10,amphora_9,161.430571478,18.5756573992,31.8214899553,36.6841416295
0,malpica,10,amphora_10,164.938895726,17.6955890363,38.1348614637,37.1431370414
0,malpica,10,amphora_11,182.966408536,17.2512633676,33.613454036,34.9723834491
0,malpica,10,amphora_12,181.1265867,17.3886251688,27.2755898134,39.0965277929
0,malpica,10,amphora_13,185.653699624,12.1356234076,32.769096132,36.8987067327
0,malpica,10,amphora_14,161.822661519,19.0435091019,34.2847618004,33.685382647
0,malpica,10,amphora_15,179.583807173,23.7882237568,36.0206363909,39.2372752097
0,malpica,10,amphora_16,170.607259764,10.4125476133,29.4500924275,38.1789035885
0,malpica,10,amphora_17,170.853980556,21.7172155804,23.2675611557,36.5032407077
0,malpica,10,amphora_18,168.850461138,22.813160046,31.1215295205,38.302023535
0,malpica,10,amphora_19,164.333259484,9.9613045326,31.9339131208,36.4557161048
0,malpica,10,amphora_20,166.513823569,20.1790031682,34.7531482027,38.9882334699
0,malpica,10,amphora_21,178.815004324,17.8710446735,35.7847997901,32.7857575768
0,malpica,10,amphora_22,177.308121463,21.201026232,29.6039483812,40.1319125575
0,malpica,10,amphora_23,147.833615463,10.5411026599,29.4316852954,35.0669454914
0,malpica,10,amphora_24,161.84609187,20.2176267747,27.9821670811,34.1400782108
0,malpica,10,amphora_25,172.581531913,30.7764543676,24.9022301974,42.0625720002
0,malpica,10,amphora_26,163.403634473,23.1987216494,32.3109320741,37.9457929072
0,malpica,10,amphora_27,157.024600919,19.4052241789,24.5586777343,36.7071600104
0,malpica,10,amphora_28,171.838563687,9.9708257336,33.538486215,36.2765474562
0,malpica,10,amphora_29,175.496881959,18.9596966966,35.2041203437,37.5272358801
0,malpica,10,amphora_30,173.744283722,16.3900850731,22.1494373767,39.0592080621
0,malpica,10,amphora_31,164.942781141,25.0113917263,39.0317603433,37.7202492869
0,malpica,10,amphora_32,154.623024399,23.4962268858,31.3276975364,36.8623560062
0,malpica,10,amphora_33,159.214717217,17.9478236556,25.3319814969,36.8782843107
0,malpica,10,amphora_34,168.136869562,15.5277402455,24.586755351,34.159251954
0,malpica,10,amphora_35,140.750137054,22.0629578264,45.3733641835,37.2796264969
0,malpica,10,amphora_36,154.779048529,23.6556334061,33.3404610455,38.8097763547
0,malpica,10,amphora_37,154.05748956,17.8060352339,25.1013099005,35.496705875
0,malpica,10,amphora_38,165.027980412,32.2249526285,38.6686357585,38.3008896776
0,malpica,10,amphora_39,155.770782604,18.5326413702,34.8742693787,38.3311497664
0,malpica,10,amphora_40,196.455544389,15.2728258833,26.7336850049,35.8028880923
0,malpica,10,amphora_41,174.677840825,21.2797751799,32.5192291107,38.0771268354
0,malpica,10,amphora_42,191.394182773,11.9309222159,37.6956695399,37.8945082676
0,malpica,10,amphora_43,170.684397616,12.953177988,37.1826477435,35.6920244164
0,malpica,10,amphora_44,161.958717386,16.1101707816,34.1827080329,39.071326622
0,malpica,10,amphora_45,154.735688233,18.2453500226,30.7120345534,42.5162846293
0,malpica,10,amphora_46,158.823853001,18.5790604736,34.3729623862,36.2991469024
0,malpica,10,amphora_47,149.442801258,10.5674500019,42.0329379647,38.1829887357
0,malpica,10,amphora_48,192.393831622,27.4881214691,36.0463970387,36.6382120866
0,malpica,10,amphora_49,167.965216537,15.6630751111,26.1977469823,36.418002212
0,malpica,10,amphora_50,170.598757528,20.3842581982,38.6686555609,36.1991312576
0,malpica,10,amphora_51,154.241995464,18.5149071678,31.2991758471,36.0197295825
0,malpica,10,amphora_52,187.995906113,16.8239583771,36.7851151329,35.3418984892
0,malpica,10,amphora_53,178.788674645,21.145213533,26.5197546634,38.2521817395
0,malpica,10,amphora_54,163.982575744,13.1262812571,31.7041348135,35.3310196755
0,malpica,10,amphora_55,148.373027919,20.0251939421,27.8301555976,35.3398677057
0,malpica,10,amphora_56,181.91203445,26.5474444693,31.2027423195,30.2115608518
0,malpica,10,amphora_57,165.109752855,20.6984742377,28.0625824474,38.5187215418
0,malpica,10,amphora_58,171.663680246,15.2900395666,35.6818649037,39.4152550418
0,malpica,10,amphora_59,177.726859479,20.9498687573,31.8495832542,34.9402503726
0,malpica,10,amphora_60,174.537773855,16.5601315228,31.7257517822,38.518451661
0,malpica,10,amphora_61,174.926114498,13.2559526374,29.734052978,36.9332834725
0,malpica,10,amphora_62,168.783301238,16.8499535966,35.5243894723,39.9621326657
0,malpica,10,amphora_63,172.531907645,7.49117546052,33.3089078103,40.0460096941
0,malpica,10,amphora_64,169.992006333,15.0178514464,26.7019794246,36.0171372675
0,malpica,10,amphora_65,157.50773583,20.8994139078,36.4589839721,38.9533651999
0,malpica,10,amphora_66,177.360108411,14.1036337321,32.5467650357,42.3248068824
0,malpica,10,amphora_67,154.769836033,17.5768117922,29.7163805031,37.3864023562
0,malpica,10,amphora_68,161.512224892,30.4957571586,35.0922785107,39.8423016845
0,malpica,10,amphora_69,140.440300605,17.0661636302,29.4284096561,36.8733236246
0,malpica,10,amphora_70,160.704483599,27.2936185831,31.1719512403,36.292330336
0,malpica,10,amphora_71,184.358958398,12.5050532188,30.0690731833,35.2599056225
0,malpica,10,amphora_72,160.018398851,27.5678564019,30.1595818783,37.4101444227
0,malpica,10,amphora_73,143.383174395,17.8584493659,26.9057037352,34.4568354918
0,malpica,10,amphora_74,187.644492892,14.8778559687,31.928956241,40.0176263346
0,malpica,10,amphora_75,152.139480884,14.4322521357,34.9709570865,38.6544337577
0,malpica,10,amphora_76,175.535327467,19.9973174405,30.8193736137,36.5298860333
0,malpica,10,amphora_77,164.932086373,14.8985716448,26.1546085798,37.8043149528
0,malpica,10,amphora_78,141.159906799,24.7051368104,30.8213320512,39.5423089452
0,malpica,10,amphora_79,187.06523611,13.0668515517,28.7438751135,39.5847198857
0,malpica,10,amphora_80,162.640513478,20.9020108404,37.2371088172,41.4768353587
0,malpica,10,amphora_81,149.349018498,16.5939175833,32.7885650663,34.6695488029
0,malpica,10,amphora_82,172.248596681,14.3309330495,34.6029246556,34.1788913282
0,malpica,10,amphora_83,165.825453814,23.0213827716,32.5155066265,36.8092273825
