time,workshop,dist,amphora,exterior_diam,protruding_rim,rim_w,rim_w_2
0,malpica,10,amphora_1,168.77135901,21.2922162768,27.9705738321,38.6179692481
0,malpica,10,amphora_2,169.189612192,19.5886129535,32.2403979793,38.0144393985
0,malpica,10,amphora_3,179.911128047,24.4275653774,27.1547061047,39.0587558975
0,malpica,10,amphora_4,186.737809858,17.6291615196,30.922169128,38.331330776
0,malpica,10,amphora_5,164.175208071,20.4708306688,34.7268454996,32.30356274
0,malpica,10,amphora_6,164.256197117,18.9381143417,23.2629114106,37.6178963714
0,malpica,10,amphora_7,158.739604425,26.9925619423,35.8671466851,42.1800775326
0,malpica,10,amphora_8,160.657319601,14.5127692792,35.0922766079,40.006493295
0,malpica,10,amphora_9,168.321598967,24.4989868896,32.2785784275,41.8722246199
0,malpica,10,amphora_10,157.08379335,10.0590908471,31.8970711967,41.1634401545
0,malpica,10,amphora_11,162.214065157,11.1512209883,38.1252011868,35.5522170995
0,malpica,10,amphora_12,168.43291211,17.035951321,33.6599081662,40.1010020683
0,malpica,10,amphora_13,170.639216758,14.9574420566,32.2779015411,38.0439616259
0,malpica,10,amphora_14,170.44559021,20.6226045638,27.8479149505,36.9169021238
0,malpica,10,amphora_15,164.260702628,12.4396524516,29.8047561479,33.9696950173
0,malpica,10,amphora_16,180.835238354,13.6152154714,21.7319577729,40.3799746926
0,malpica,10,amphora_17,173.735212449,18.8200422354,25.1846540872,41.6435647412
0,malpica,10,amphora_18,169.218042171,28.6444410757,27.1335082772,39.4681716255
0,malpica,10,amphora_19,174.407423505,22.6534564141,29.227924801,39.6855182358
0,malpica,10,amphora_20,168.244718295,23.3523138079,34.0968409338,44.2785930453
0,malpica,10,amphora_21,173.404831524,12.3222201075,32.698722083,38.8119281944
0,malpica,10,amphora_22,184.32919912,18.0290373955,29.8981739843,39.9714536606
0,malpica,10,amphora_23,168.029490036,19.4586655236,22.8280267513,36.0091023587
0,malpica,10,amphora_24,183.147358684,14.8444987889,26.1321819095,38.5430347965
0,malpica,10,amphora_25,184.575431307,11.1115874897,23.2188915065,40.4559622305
0,malpica,10,amphora_26,152.652128104,26.2896044264,27.8673081884,39.4120269595
0,malpica,10,amphora_27,187.139129763,15.7185137966,37.9272148713,37.8590117625
0,malpica,10,amphora_28,153.91309222,23.0597872279,31.2517625087,39.9919157434
0,malpica,10,amphora_29,180.433665158,16.1275150986,26.2963132301,39.9080180884
0,malpica,10,amphora_30,158.287220246,12.9692011938,31.3566609699,39.7737298436
0,malpica,10,amphora_31,156.175322706,19.7074730386,28.9865184135,40.6568960973
0,malpica,10,amphora_32,152.957663826,26.5839454447,32.5996314968,40.6668358638
0,malpica,10,amphora_33,174.330201091,6.31345440816,24.264081793,37.2925066291
0,malpica,10,amphora_34,166.003511748,21.0410660459,31.5532037356,39.9136756525
0,malpica,10,amphora_35,159.022866031,13.4650100308,28.9071570978,34.708452672
0,malpica,10,amphora_36,160.498272109,24.5086036926,26.8598899896,38.4117379098
0,malpica,10,amphora_37,180.377853839,23.6036661444,37.3354621154,38.4124554564
0,malpica,10,amphora_38,165.980669229,17.6233258803,25.718064995,33.8403714043
0,malpica,10,amphora_39,156.315217281,9.6502902483,34.7765924541,33.9870377673
0,malpica,10,amphora_40,180.261666119,13.0779752427,31.7852220996,38.204956834
0,malpica,10,amphora_41,165.873268615,12.6611290594,24.085703459,37.220082811
0,malpica,10,amphora_42,175.051588718,12.3338549814,37.9463216986,38.01531958
0,malpica,10,amphora_43,164.347424546,22.0778380198,32.2994700436,36.5600215118
0,malpica,10,amphora_44,154.446581433,18.8036268012,25.7246088,36.7624088186
0,malpica,10,amphora_45,145.013174316,19.2191755233,30.7256513219,34.7320238693
0,malpica,10,amphora_46,175.657959361,12.1641369567,31.9901479806,39.9694891414
0,malpica,10,amphora_47,184.568082058,18.8048866023,27.185052469,36.3810361883
0,malpica,10,amphora_48,154.48191102,13.8186001475,31.7250333145,38.2719443132
0,malpica,10,amphora_49,165.536315187,18.6142489562,33.2281872287,37.3652109859
0,malpica,10,amphora_50,164.720968459,17.0569240026,34.3905512184,37.6528381146
0,malpica,10,amphora_51,183.972632448,7.71839006463,38.6005807493,39.2697089722
0,malpica,10,amphora_52,162.349085533,14.5437285233,28.3559969152,36.2918497947
0,malpica,10,amphora_53,188.302602953,23.3412948559,34.794223595,37.5751205331
0,malpica,10,amphora_54,198.141408553,13.5523793435,39.1133589965,38.9249091803
0,malpica,10,amphora_55,167.338833518,17.5739928556,26.6681434872,37.8014708088
0,malpica,10,amphora_56,168.484587207,12.0252555138,32.1903613323,37.126579418
0,malpica,10,amphora_57,178.800698798,5.78776390379,31.906512413,38.7561561501
0,malpica,10,amphora_58,168.231441423,17.1031958413,30.1454439515,38.8957648596
0,malpica,10,amphora_59,159.248314235,16.5319455211,25.6317711542,39.4568093858
0,malpica,10,amphora_60,187.294696345,9.31896643315,29.3625092414,39.3729210887
0,malpica,10,amphora_61,162.35354746,13.6147897888,32.9228922391,40.0000852156
0,malpica,10,amphora_62,173.575199284,17.829442208,23.5647822196,35.7263406217
0,malpica,10,amphora_63,181.636249764,18.3966610279,31.6044292253,36.9854384113
0,malpica,10,amphora_64,161.863039987,19.2251785113,37.3772129341,34.6275334262
0,malpica,10,amphora_65,177.887429254,21.2068407855,24.0119202625,33.7056904023
0,malpica,10,amphora_66,168.104383892,28.4575979157,35.2638867423,38.0277911567
0,malpica,10,amphora_67,174.742483185,19.4068142066,27.2633737188,34.7458942368
0,malpica,10,amphora_68,161.80602242,21.8191358205,21.3334261028,37.8921573102
0,malpica,10,amphora_69,173.486326906,26.6323341354,25.9744095611,35.9585909766
0,malpica,10,amphora_70,172.077610479,16.5328607518,31.2977388794,37.764962511
0,malpica,10,amphora_71,179.49937799,20.9129776348,29.845713318,35.9906773553
0,malpica,10,amphora_72,160.398673127,14.5321236397,28.0171114326,37.8121933082
0,malpica,10,amphora_73,162.206692439,22.2912082149,30.5475501408,33.8305311725
0,malpica,10,amphora_74,190.577579025,13.2999160127,33.4707926168,36.0124090654
0,malpica,10,amphora_75,174.706490506,22.8462759296,32.7244898923,34.4691369422
0,malpica,10,amphora_76,154.386565874,25.1589232835,24.5882753331,33.0279047868
0,malpica,10,amphora_77,162.392416697,21.5909201549,31.510202611,33.9485424017
0,malpica,10,amphora_78,178.365517608,27.5284561999,30.4000978129,37.5332829543
0,malpica,10,amphora_79,194.343017695,21.049259006,33.3203069873,33.1533288761
0,malpica,10,amphora_80,177.142914946,21.1810301544,30.6634649339,40.5393928013
0,malpica,10,amphora_81,156.286458594,14.6198262154,25.5056673247,36.2271979407
0,malpica,10,amphora_82,146.31163123,18.8215812488,33.0499272964,39.1140843466
0,malpica,10,amphora_83,160.822524601,16.9679944609,37.1644585401,40.0259798644
0,malpica,10,amphora_84,157.729174758,12.2280699215,39.306878641,41.2153095084
0,malpica,10,amphora_85,166.130807335,12.4883057323,34.9671398773,38.6816233331
0,malpica,10,amphora_86,164.868484828,21.0623142112,26.2666834926,33.60161803
0,malpica,10,amphora_87,165.397899031,18.5248548412,31.6199259271,30.190105536
0,malpica,10,amphora_88,168.870078001,22.6336710722,30.3250890276,37.8359808222
0,malpica,10,amphora_89,183.492924678,7.95030553371,32.8280481555,37.4234670768
0,malpica,10,amphora_90,160.257289711,17.131305362,26.4437802798,35.3257152847
0,malpica,10,amphora_91,175.39028609,16.6296850851,36.256670126,36.6853353768
