"","id","lat","long","type","site","code","locationtype","country"
"294",14919,50.11552,8.684167,"Dressel 20","Frankfurt am Main","SAXFERREO","Civil Settlement","Germany"
"295",14943,50.11552,8.684167,"Dressel 20","Frankfurt am Main","SVRVS","Civil Settlement","Germany"
"296",27426,50.11552,8.684167,"Dressel 20","Frankfurt am Main","D","Civil Settlement","Germany"
"297",27427,50.11552,8.684167,"Dressel 20","Frankfurt am Main","TAASIATICI","Civil Settlement","Germany"
"298",27428,50.11552,8.684167,"Dressel 20","Frankfurt am Main","LCHE","Civil Settlement","Germany"
"299",27429,50.11552,8.684167,"Dressel 20","Frankfurt am Main","LIVNIMELISSIP","Civil Settlement","Germany"
"300",27430,50.11552,8.684167,"Dressel 20","Frankfurt am Main","SFE","Civil Settlement","Germany"
"301",27431,50.11552,8.684167,"Dressel 20","Frankfurt am Main","MOFHA","Civil Settlement","Germany"
"302",27432,50.11552,8.684167,"Dressel 20","Frankfurt am Main","QMCALIA","Civil Settlement","Germany"
"303",27433,50.11552,8.684167,"Dressel 20","Frankfurt am Main","SAXOFERREO","Civil Settlement","Germany"
"304",27434,50.11552,8.684167,"Dressel 20","Frankfurt am Main","ARPL","Civil Settlement","Germany"
"305",37006,50.11552,8.684167,"Dressel 20","Frankfurt am Main","MSMACIRGI","Civil Settlement","Germany"
"307",13960,50.3249,8.7409,"Dressel 20","Friedberg","SALS","Military Camp","Germany"
"308",14085,50.3249,8.7409,"Dressel 20","Friedberg","ACIRG","Military Camp","Germany"
"309",14490,50.3249,8.7409,"Dressel 20","Friedberg","QIMFN","Military Camp","Germany"
"310",14656,50.3249,8.7409,"Dressel 20","Friedberg","PMV","Military Camp","Germany"
"311",14836,50.3249,8.7409,"Dressel 20","Friedberg","RIVES","Military Camp","Germany"
"312",14860,50.3249,8.7409,"Dressel 20","Friedberg","CSP","Military Camp","Germany"
"313",14879,50.3249,8.7409,"Dressel 20","Friedberg","QSASER","Military Camp","Germany"
"314",14955,50.3249,8.7409,"Dressel 20","Friedberg","LVC","Military Camp","Germany"
"315",14999,50.3249,8.7409,"Dressel 20","Friedberg","VRSI","Military Camp","Germany"
"322",1041,49.921394,8.48255,"Dressel 20","Groß-Gerau","PNN","Military Camp","Germany"
"323",1042,49.921394,8.48255,"Dressel 20","Groß-Gerau","SCOROBRES","Military Camp","Germany"
"324",1043,49.921394,8.48255,"Dressel 20","Groß-Gerau","QT","Military Camp","Germany"
"325",1046,49.921394,8.48255,"Dressel 20","Groß-Gerau","AGRICOLAE","Military Camp","Germany"
"326",1048,49.921394,8.48255,"Dressel 20","Groß-Gerau","PCHO","Military Camp","Germany"
"327",11918,49.921394,8.48255,"Dressel 20","Groß-Gerau","GNAEC","Military Camp","Germany"
"328",11919,49.921394,8.48255,"Dressel 20","Groß-Gerau","CANTONQVIE","Military Camp","Germany"
"329",11920,49.921394,8.48255,"Dressel 20","Groß-Gerau","CANTQVIETI","Military Camp","Germany"
"330",11921,49.921394,8.48255,"Dressel 20","Groß-Gerau","ANTONINIG","Military Camp","Germany"
"331",11922,49.921394,8.48255,"Dressel 20","Groß-Gerau","TAASIATICIPC","Military Camp","Germany"
"332",11923,49.921394,8.48255,"Dressel 20","Groß-Gerau","QAN","Military Camp","Germany"
"333",11924,49.921394,8.48255,"Dressel 20","Groß-Gerau","QICIO","Military Camp","Germany"
"334",11925,49.921394,8.48255,"Dressel 20","Groß-Gerau","QCCL","Military Camp","Germany"
"335",11926,49.921394,8.48255,"Dressel 20","Groß-Gerau","LCFPCO","Military Camp","Germany"
"336",11927,49.921394,8.48255,"Dressel 20","Groß-Gerau","SCLT","Military Camp","Germany"
"337",11928,49.921394,8.48255,"Dressel 20","Groß-Gerau","COR","Military Camp","Germany"
"338",11929,49.921394,8.48255,"Dressel 20","Groß-Gerau","HISPSAENICORONA","Military Camp","Germany"
"339",11930,49.921394,8.48255,"Dressel 20","Groß-Gerau","LFO","Military Camp","Germany"
"340",11931,49.921394,8.48255,"Dressel 20","Groß-Gerau","LFC","Military Camp","Germany"
"341",11932,49.921394,8.48255,"Dressel 20","Groß-Gerau","LGG","Military Camp","Germany"
"342",11933,49.921394,8.48255,"Dressel 20","Groß-Gerau","ISCALLIF","Military Camp","Germany"
"343",11934,49.921394,8.48255,"Dressel 20","Groß-Gerau","IIIVNIMELISSIETMELISSE","Military Camp","Germany"
"344",11935,49.921394,8.48255,"Dressel 20","Groß-Gerau","CMARSILV","Military Camp","Germany"
"345",11936,49.921394,8.48255,"Dressel 20","Groß-Gerau","SM","Military Camp","Germany"
"346",11937,49.921394,8.48255,"Dressel 20","Groß-Gerau","SNR","Military Camp","Germany"
"347",11938,49.921394,8.48255,"Dressel 20","Groß-Gerau","PVFAVSTINI","Military Camp","Germany"
"348",11939,49.921394,8.48255,"Dressel 20","Groß-Gerau","PQHEHE","Military Camp","Germany"
"349",11940,49.921394,8.48255,"Dressel 20","Groß-Gerau","POR","Military Camp","Germany"
"350",11941,49.921394,8.48255,"Dressel 20","Groß-Gerau","ROMANI","Military Camp","Germany"
"351",11942,49.921394,8.48255,"Dressel 20","Groß-Gerau","SAXFER","Military Camp","Germany"
"352",11943,49.921394,8.48255,"Dressel 20","Groß-Gerau","LSERLVP","Military Camp","Germany"
"353",11944,49.921394,8.48255,"Dressel 20","Groß-Gerau","QSD","Military Camp","Germany"
"354",11945,49.921394,8.48255,"Dressel 20","Groß-Gerau","PCFT","Military Camp","Germany"
"355",11946,49.921394,8.48255,"Dressel 20","Groß-Gerau","DFBAE","Military Camp","Germany"
"356",11947,49.921394,8.48255,"Dressel 20","Groß-Gerau","QACO","Military Camp","Germany"
"357",11948,49.921394,8.48255,"Dressel 20","Groß-Gerau","O","Military Camp","Germany"
"358",11949,49.921394,8.48255,"Dressel 20","Groß-Gerau","O","Military Camp","Germany"
"359",11950,49.921394,8.48255,"Dressel 20","Groß-Gerau","P","Military Camp","Germany"
"360",11952,49.921394,8.48255,"Dressel 20","Groß-Gerau","TICI","Military Camp","Germany"
"361",11953,49.921394,8.48255,"Dressel 20","Groß-Gerau","RI","Military Camp","Germany"
"362",11955,49.921394,8.48255,"Dressel 20","Groß-Gerau","SAXOFERREO","Military Camp","Germany"
"363",11960,49.921394,8.48255,"Dressel 20","Groß-Gerau","IVNIMELSSI","Military Camp","Germany"
"364",11961,49.921394,8.48255,"Dressel 20","Groß-Gerau","CSTERPAVLLINI","Military Camp","Germany"
"365",11962,49.921394,8.48255,"Dressel 20","Groß-Gerau","SCALENSIAACCI","Military Camp","Germany"
"366",11963,49.921394,8.48255,"Dressel 20","Groß-Gerau","CANTONIQV","Military Camp","Germany"
"367",11966,49.921394,8.48255,"Dressel 20","Groß-Gerau","APOLLO","Military Camp","Germany"
"368",11967,49.921394,8.48255,"Dressel 20","Groß-Gerau","CEN","Military Camp","Germany"
"369",11970,49.921394,8.48255,"Dressel 20","Groß-Gerau","SERMAS","Military Camp","Germany"
"370",27446,49.921394,8.48255,"Dressel 20","Groß-Gerau","LFO","Military Camp","Germany"
"371",27447,49.921394,8.48255,"Dressel 20","Groß-Gerau","CIREXOFARR","Military Camp","Germany"
"372",27448,49.921394,8.48255,"Dressel 20","Groß-Gerau","LQS","Military Camp","Germany"
"373",27449,49.921394,8.48255,"Dressel 20","Groß-Gerau","IIIENNIORIVLIOR","Military Camp","Germany"
"374",27450,49.921394,8.48255,"Dressel 20","Groß-Gerau","IO","Military Camp","Germany"
"375",27451,49.921394,8.48255,"Dressel 20","Groß-Gerau","VRITTIEV","Military Camp","Germany"
"376",27452,49.921394,8.48255,"Dressel 20","Groß-Gerau","Q","Military Camp","Germany"
"377",27453,49.921394,8.48255,"Dressel 20","Groß-Gerau","LMIFIR","Military Camp","Germany"
"378",27454,49.921394,8.48255,"Dressel 20","Groß-Gerau","CXX","Military Camp","Germany"
"379",27454,49.921394,8.48255,"Dressel 20","Groß-Gerau","LLCVV","Military Camp","Germany"
"386",8546,48.455989,10.276951,"Dressel 20","Günzburg","QSERVBROC","Civil Settlement","Germany"
"387",8547,48.455989,10.276951,"Dressel 20","Günzburg","QCC","Civil Settlement","Germany"
"388",8548,48.455989,10.276951,"Dressel 20","Günzburg","MLFCE","Civil Settlement","Germany"
"389",8549,48.455989,10.276951,"Dressel 20","Günzburg","GA","Civil Settlement","Germany"
"390",8550,48.455989,10.276951,"Dressel 20","Günzburg","PLORFSAEN","Civil Settlement","Germany"
"391",8551,48.455989,10.276951,"Dressel 20","Günzburg","SAENIANS","Civil Settlement","Germany"
"392",8552,48.455989,10.276951,"Dressel 20","Günzburg","LCSOL","Civil Settlement","Germany"
"393",8553,48.455989,10.276951,"Dressel 20","Günzburg","LFIC","Civil Settlement","Germany"
"394",8554,48.455989,10.276951,"Dressel 20","Günzburg","PLODICELI","Civil Settlement","Germany"
"395",8555,48.455989,10.276951,"Dressel 20","Günzburg","SANIA","Civil Settlement","Germany"
"396",8556,48.455989,10.276951,"Dressel 20","Günzburg","MIC","Civil Settlement","Germany"
"397",8557,48.455989,10.276951,"Dressel 20","Günzburg","CRVCVRO","Civil Settlement","Germany"
"398",8558,48.455989,10.276951,"Dressel 20","Günzburg","DGC","Civil Settlement","Germany"
"399",8559,48.455989,10.276951,"Dressel 20","Günzburg","DTSDDTED","Civil Settlement","Germany"
"400",8560,48.455989,10.276951,"Dressel 20","Günzburg","QSRBCO","Civil Settlement","Germany"
"401",8561,48.455989,10.276951,"Dressel 20","Günzburg","LL","Civil Settlement","Germany"
"403",14133,50.134229,8.914176,"Dressel 20","Hanau","QCC","Military Camp","Germany"
"404",27505,50.134229,8.914176,"Dressel 20","Hanau","LQS","Military Camp","Germany"
"405",27506,50.134229,8.914176,"Dressel 20","Hanau","L","Military Camp","Germany"
"406",27507,50.134229,8.914176,"Dressel 20","Hanau","PANRVF","Military Camp","Germany"
"407",27508,50.134229,8.914176,"Dressel 20","Hanau","IIIENNIIVLPALMA","Military Camp","Germany"
"408",27523,50.134229,8.914176,"Dressel 20","Hanau","AS","Military Camp","Germany"
"409",27737,50.236768,8.862251,"Dressel 20","Hedelbergen","DFN","Military Camp","Germany"
"410",27738,50.236768,8.862251,"Dressel 20","Hedelbergen","CIALB","Military Camp","Germany"
"411",27739,50.236768,8.862251,"Dressel 20","Hedelbergen","MP","Military Camp","Germany"
"412",27740,50.236768,8.862251,"Dressel 20","Hedelbergen","QMR","Military Camp","Germany"
"413",27741,50.236768,8.862251,"Dressel 20","Hedelbergen","CALL","Military Camp","Germany"
"414",27742,50.236768,8.862251,"Dressel 20","Hedelbergen","LAEPAE","Military Camp","Germany"
"415",27743,50.236768,8.862251,"Dressel 20","Hedelbergen","PCAEHER","Military Camp","Germany"
"416",27744,50.236768,8.862251,"Dressel 20","Hedelbergen","FS","Military Camp","Germany"
"417",27745,50.236768,8.862251,"Dressel 20","Hedelbergen","CIALBANIC","Military Camp","Germany"
"418",27747,50.236768,8.862251,"Dressel 20","Hedelbergen","RVFIPO","Military Camp","Germany"
"419",27748,50.236768,8.862251,"Dressel 20","Hedelbergen","QIM","Military Camp","Germany"
"420",27749,50.236768,8.862251,"Dressel 20","Hedelbergen","PCLODIICELI","Military Camp","Germany"
"421",27750,50.236768,8.862251,"Dressel 20","Hedelbergen","QIM","Military Camp","Germany"
"422",27751,50.236768,8.862251,"Dressel 20","Hedelbergen","PANRVF","Military Camp","Germany"
"423",27752,50.236768,8.862251,"Dressel 20","Hedelbergen","LFO","Military Camp","Germany"
"424",27753,50.236768,8.862251,"Dressel 20","Hedelbergen","APH","Military Camp","Germany"
"430",13977,49.657495,8.413845,"Dressel 20","Hofheim","MAR","Civil Settlement","Germany"
"431",14211,49.657495,8.413845,"Dressel 20","Hofheim","LCSOL","Civil Settlement","Germany"
"432",14472,49.657495,8.413845,"Dressel 20","Hofheim","MIM","Civil Settlement","Germany"
"433",14473,49.657495,8.413845,"Dressel 20","Hofheim","MIM","Civil Settlement","Germany"
"434",20581,49.657495,8.413845,"Dressel 20","Hofheim","MAR","Civil Settlement","Germany"
"435",27789,49.657495,8.413845,"Dressel 20","Hofheim","CSEMPOL","Civil Settlement","Germany"
"436",27790,49.657495,8.413845,"Dressel 20","Hofheim","LQS","Civil Settlement","Germany"
"437",27791,49.657495,8.413845,"Dressel 20","Hofheim","OP","Civil Settlement","Germany"
"438",27792,49.657495,8.413845,"Dressel 20","Hofheim","HIS","Civil Settlement","Germany"
"439",27797,49.657495,8.413845,"Dressel 20","Hofheim","QCR","Civil Settlement","Germany"
"440",27798,49.657495,8.413845,"Dressel 20","Hofheim","CANTONIQVIETI","Civil Settlement","Germany"
"441",27799,49.657495,8.413845,"Dressel 20","Hofheim","LCFO","Civil Settlement","Germany"
"442",27800,49.657495,8.413845,"Dressel 20","Hofheim","ACIC","Civil Settlement","Germany"
"443",27804,49.657495,8.413845,"Dressel 20","Hofheim","MANNISATVRNINI","Civil Settlement","Germany"
"444",27805,49.657495,8.413845,"Dressel 20","Hofheim","FSFAQVA","Civil Settlement","Germany"
"445",27806,49.657495,8.413845,"Dressel 20","Hofheim","PMSA","Civil Settlement","Germany"
"446",27807,49.657495,8.413845,"Dressel 20","Hofheim","P","Civil Settlement","Germany"
"447",27808,49.657495,8.413845,"Dressel 20","Hofheim","MIM","Civil Settlement","Germany"
"448",27809,49.657495,8.413845,"Dressel 20","Hofheim","CIALBANIC","Civil Settlement","Germany"
"449",27811,49.657495,8.413845,"Dressel 20","Hofheim","RVFIPO","Civil Settlement","Germany"
"450",27812,49.657495,8.413845,"Dressel 20","Hofheim","QI","Civil Settlement","Germany"
"451",27813,49.657495,8.413845,"Dressel 20","Hofheim","QIAL","Civil Settlement","Germany"
"452",13991,49.657495,8.413845,"Dressel 20","Hofheim am Taunus","LAETLAEL","Military Camp","Germany"
"453",14054,49.657495,8.413845,"Dressel 20","Hofheim am Taunus","DATSCOL","Military Camp","Germany"
"454",14272,49.657495,8.413845,"Dressel 20","Hofheim am Taunus","EROTIS","Military Camp","Germany"
"455",14273,49.657495,8.413845,"Dressel 20","Hofheim am Taunus","EROTIS","Military Camp","Germany"
"456",14664,49.657495,8.413845,"Dressel 20","Hofheim am Taunus","PMANILISVP","Military Camp","Germany"
"457",14783,49.657495,8.413845,"Dressel 20","Hofheim am Taunus","PONTICI","Military Camp","Germany"
"458",14875,49.657495,8.413845,"Dressel 20","Hofheim am Taunus","PSTVS","Military Camp","Germany"
"464",31714,47.732209,10.315858,"Dressel 20","Kempten","QAC","Civil Settlement","Germany"
"465",31715,47.732209,10.315858,"Dressel 20","Kempten","MAEALEX","Civil Settlement","Germany"
"466",31716,47.732209,10.315858,"Dressel 20","Kempten","TAASIATICI","Civil Settlement","Germany"
"467",31717,47.732209,10.315858,"Dressel 20","Kempten","LATRVS","Civil Settlement","Germany"
"468",31718,47.732209,10.315858,"Dressel 20","Kempten","ACIRGIF","Civil Settlement","Germany"
"469",31719,47.732209,10.315858,"Dressel 20","Kempten","BROCHIATTA","Civil Settlement","Germany"
"470",31720,47.732209,10.315858,"Dressel 20","Kempten","BROCHOD","Civil Settlement","Germany"
"471",31721,47.732209,10.315858,"Dressel 20","Kempten","PORODV","Civil Settlement","Germany"
"472",31722,47.732209,10.315858,"Dressel 20","Kempten","LCMY","Civil Settlement","Germany"
"473",31723,47.732209,10.315858,"Dressel 20","Kempten","QCR","Civil Settlement","Germany"
"474",31724,47.732209,10.315858,"Dressel 20","Kempten","CALPVRNIC","Civil Settlement","Germany"
"475",31725,47.732209,10.315858,"Dressel 20","Kempten","EROTIS","Civil Settlement","Germany"
"476",31726,47.732209,10.315858,"Dressel 20","Kempten","EXPEDITI","Civil Settlement","Germany"
"477",31727,47.732209,10.315858,"Dressel 20","Kempten","MFCEL","Civil Settlement","Germany"
"478",31728,47.732209,10.315858,"Dressel 20","Kempten","DFF","Civil Settlement","Germany"
"479",31729,47.732209,10.315858,"Dressel 20","Kempten","LFO","Civil Settlement","Germany"
"480",31730,47.732209,10.315858,"Dressel 20","Kempten","MFQF","Civil Settlement","Germany"
"481",31731,47.732209,10.315858,"Dressel 20","Kempten","MFS","Civil Settlement","Germany"
"482",31732,47.732209,10.315858,"Dressel 20","Kempten","MIM","Civil Settlement","Germany"
"483",31733,47.732209,10.315858,"Dressel 20","Kempten","MIMOPSI","Civil Settlement","Germany"
"484",31734,47.732209,10.315858,"Dressel 20","Kempten","QIMFN","Civil Settlement","Germany"
"485",31735,47.732209,10.315858,"Dressel 20","Kempten","PIVLCRISP","Civil Settlement","Germany"
"486",31736,47.732209,10.315858,"Dressel 20","Kempten","ALFO","Civil Settlement","Germany"
"487",31737,47.732209,10.315858,"Dressel 20","Kempten","ALFO","Civil Settlement","Germany"
"488",31738,47.732209,10.315858,"Dressel 20","Kempten","GLPVDE","Civil Settlement","Germany"
"489",31739,47.732209,10.315858,"Dressel 20","Kempten","PMANISVP","Civil Settlement","Germany"
"490",31740,47.732209,10.315858,"Dressel 20","Kempten","PMANISVP","Civil Settlement","Germany"
"491",31741,47.732209,10.315858,"Dressel 20","Kempten","IIMVLDC","Civil Settlement","Germany"
"492",31742,47.732209,10.315858,"Dressel 20","Kempten","CPMC","Civil Settlement","Germany"
"493",31743,47.732209,10.315858,"Dressel 20","Kempten","PHILOC","Civil Settlement","Germany"
"494",31744,47.732209,10.315858,"Dressel 20","Kempten","PLOCAMVS","Civil Settlement","Germany"
"495",31745,47.732209,10.315858,"Dressel 20","Kempten","LRPHCO","Civil Settlement","Germany"
"496",31746,47.732209,10.315858,"Dressel 20","Kempten","PSAVITI","Civil Settlement","Germany"
"497",31747,47.732209,10.315858,"Dressel 20","Kempten","QSP","Civil Settlement","Germany"
"498",31748,47.732209,10.315858,"Dressel 20","Kempten","PSTVSC","Civil Settlement","Germany"
"499",31749,47.732209,10.315858,"Dressel 20","Kempten","CSEMPOL","Civil Settlement","Germany"
"500",31750,47.732209,10.315858,"Dressel 20","Kempten","CSEMPOL","Civil Settlement","Germany"
"501",31751,47.732209,10.315858,"Dressel 20","Kempten","CSEMPOLY","Civil Settlement","Germany"
"502",31752,47.732209,10.315858,"Dressel 20","Kempten","MASAENIANISIA","Civil Settlement","Germany"
"503",31753,47.732209,10.315858,"Dressel 20","Kempten","LVANT","Civil Settlement","Germany"
"504",31754,47.732209,10.315858,"Dressel 20","Kempten","LVRP","Civil Settlement","Germany"
"505",31755,47.732209,10.315858,"Dressel 20","Kempten","A","Civil Settlement","Germany"
"506",31756,47.732209,10.315858,"Dressel 20","Kempten","DFC","Civil Settlement","Germany"
"507",31757,47.732209,10.315858,"Dressel 20","Kempten","IVL","Civil Settlement","Germany"
"508",31758,47.732209,10.315858,"Dressel 20","Kempten","IFOCRIE","Civil Settlement","Germany"
"509",31759,47.732209,10.315858,"Dressel 20","Kempten","TVN","Civil Settlement","Germany"
"510",31760,47.732209,10.315858,"Dressel 20","Kempten","QAEOC","Civil Settlement","Germany"
"511",31761,47.732209,10.315858,"Dressel 20","Kempten","SEV","Civil Settlement","Germany"
"512",31762,47.732209,10.315858,"Dressel 20","Kempten","SP","Civil Settlement","Germany"
"513",31763,47.732209,10.315858,"Dressel 20","Kempten","VIT","Civil Settlement","Germany"
"514",31764,47.732209,10.315858,"Dressel 20","Kempten","MR","Civil Settlement","Germany"
"517",13935,50.933333,6.95,"Dressel 20","Köln","QAAD","Military Camp","Germany"
"518",13938,50.933333,6.95,"Dressel 20","Köln","LABR","Military Camp","Germany"
"519",13939,50.933333,6.95,"Dressel 20","Köln","MAC","Military Camp","Germany"
"520",13957,50.933333,6.95,"Dressel 20","Köln","PAHSC","Military Camp","Germany"
"521",13972,50.933333,6.95,"Dressel 20","Köln","PORLAPAE","Military Camp","Germany"
"522",13975,50.933333,6.95,"Dressel 20","Köln","MAR","Military Camp","Germany"
"523",13980,50.933333,6.95,"Dressel 20","Köln","VAR","Military Camp","Germany"
"524",14007,50.933333,6.95,"Dressel 20","Köln","CAMPCALIOD","Military Camp","Germany"
"525",14015,50.933333,6.95,"Dressel 20","Köln","CANTONIQVIETIPALMA","Military Camp","Germany"
"526",14019,50.933333,6.95,"Dressel 20","Köln","CANTONIQVIETI","Military Camp","Germany"
"527",14023,50.933333,6.95,"Dressel 20","Köln","CANTONIQVIETI","Military Camp","Germany"
"528",14026,50.933333,6.95,"Dressel 20","Köln","CANTONIQVIETI","Military Camp","Germany"
"529",14037,50.933333,6.95,"Dressel 20","Köln","CANTQVI","Military Camp","Germany"
"530",14041,50.933333,6.95,"Dressel 20","Köln","CANTQ","Military Camp","Germany"
"531",14042,50.933333,6.95,"Dressel 20","Köln","QHEDERAANTHEDERARV","Military Camp","Germany"
"532",14044,50.933333,6.95,"Dressel 20","Köln","CAPF","Military Camp","Germany"
"533",14065,50.933333,6.95,"Dressel 20","Köln","LAVRGER","Military Camp","Germany"
"534",14070,50.933333,6.95,"Dressel 20","Köln","ACIRGI","Military Camp","Germany"
"535",14076,50.933333,6.95,"Dressel 20","Köln","ACIRGIF","Military Camp","Germany"
"536",14095,50.933333,6.95,"Dressel 20","Köln","AFRICANI","Military Camp","Germany"
"537",14107,50.933333,6.95,"Dressel 20","Köln","AVGGGNNNCOLEARIFBAR","Military Camp","Germany"
"538",14109,50.933333,6.95,"Dressel 20","Köln","BELLICIANAPAGALENI","Military Camp","Germany"
"539",14110,50.933333,6.95,"Dressel 20","Köln","BELLIB","Military Camp","Germany"
"540",14119,50.933333,6.95,"Dressel 20","Köln","BVCCI","Military Camp","Germany"
"541",14140,50.933333,6.95,"Dressel 20","Köln","QCCL","Military Camp","Germany"
"542",14144,50.933333,6.95,"Dressel 20","Köln","QCCL","Military Camp","Germany"
"543",14161,50.933333,6.95,"Dressel 20","Köln","SCLH","Military Camp","Germany"
"544",14189,50.933333,6.95,"Dressel 20","Köln","QCR","Military Camp","Germany"
"545",14191,50.933333,6.95,"Dressel 20","Köln","QCR","Military Camp","Germany"
"546",14215,50.933333,6.95,"Dressel 20","Köln","QCAESINIGRI","Military Camp","Germany"
"547",14218,50.933333,6.95,"Dressel 20","Köln","IICAMILIMELISSI","Military Camp","Germany"
"548",14234,50.933333,6.95,"Dressel 20","Köln","CALPC","Military Camp","Germany"
"549",14286,50.933333,6.95,"Dressel 20","Köln","LFCCOL","Military Camp","Germany"
"550",14302,50.933333,6.95,"Dressel 20","Köln","LFCCVFCM","Military Camp","Germany"
"551",14313,50.933333,6.95,"Dressel 20","Köln","LFCCVFSCAL","Military Camp","Germany"
"552",14326,50.933333,6.95,"Dressel 20","Köln","QFC","Military Camp","Germany"
"553",14346,50.933333,6.95,"Dressel 20","Köln","DFF","Military Camp","Germany"
"554",14346,50.933333,6.95,"Dressel 20","Köln","PNN","Military Camp","Germany"
"555",14358,50.933333,6.95,"Dressel 20","Köln","MFF","Military Camp","Germany"
"556",14365,50.933333,6.95,"Dressel 20","Köln","FMFA","Military Camp","Germany"
"557",14366,50.933333,6.95,"Dressel 20","Köln","FMF","Military Camp","Germany"
"558",14373,50.933333,6.95,"Dressel 20","Köln","MFQF","Military Camp","Germany"
"559",14385,50.933333,6.95,"Dressel 20","Köln","PQFLFL","Military Camp","Germany"
"560",14392,50.933333,6.95,"Dressel 20","Köln","FELICIS","Military Camp","Germany"
"561",14393,50.933333,6.95,"Dressel 20","Köln","PHILEROTI","Military Camp","Germany"
"562",14430,50.933333,6.95,"Dressel 20","Köln","QIAFS","Military Camp","Germany"
"563",14432,50.933333,6.95,"Dressel 20","Köln","QIAM","Military Camp","Germany"
"564",14445,50.933333,6.95,"Dressel 20","Köln","GIALB","Military Camp","Germany"
"565",14455,50.933333,6.95,"Dressel 20","Köln","QICSEC","Military Camp","Germany"
"566",14464,50.933333,6.95,"Dressel 20","Köln","MIM","Military Camp","Germany"
"567",14476,50.933333,6.95,"Dressel 20","Köln","MIMOPSI","Military Camp","Germany"
"568",14508,50.933333,6.95,"Dressel 20","Köln","QIMF","Military Camp","Germany"
"569",14509,50.933333,6.95,"Dressel 20","Köln","QIMF","Military Camp","Germany"
"570",14513,50.933333,6.95,"Dressel 20","Köln","PIRP","Military Camp","Germany"
"571",14518,50.933333,6.95,"Dressel 20","Köln","SISEN","Military Camp","Germany"
"572",14563,50.933333,6.95,"Dressel 20","Köln","LHEDERAIHEDERAMELISSIHEDERACI","Military Camp","Germany"
"573",14573,50.933333,6.95,"Dressel 20","Köln","IIIVNIMELISSIETMELISSEHEDERA","Military Camp","Germany"
"574",14576,50.933333,6.95,"Dressel 20","Köln","IIIVNIMELISSIETMELISSE","Military Camp","Germany"
"575",14609,50.933333,6.95,"Dressel 20","Köln","IICLLM","Military Camp","Germany"
"576",14615,50.933333,6.95,"Dressel 20","Köln","CMM","Military Camp","Germany"
"577",14631,50.933333,6.95,"Dressel 20","Köln","QMR","Military Camp","Germany"
"578",14665,50.933333,6.95,"Dressel 20","Köln","LMIFIR","Military Camp","Germany"
"579",14686,50.933333,6.95,"Dressel 20","Köln","PNNF","Military Camp","Germany"
"580",14710,50.933333,6.95,"Dressel 20","Köln","DOMS","Military Camp","Germany"
"581",14716,50.933333,6.95,"Dressel 20","Köln","DOMS","Military Camp","Germany"
"582",14735,50.933333,6.95,"Dressel 20","Köln","POROCODV","Military Camp","Germany"
"583",14746,50.933333,6.95,"Dressel 20","Köln","APC","Military Camp","Germany"
"584",14757,50.933333,6.95,"Dressel 20","Köln","CPLR","Military Camp","Germany"
"585",14767,50.933333,6.95,"Dressel 20","Köln","LPMS","Military Camp","Germany"
"586",14781,50.933333,6.95,"Dressel 20","Köln","PONTICI","Military Camp","Germany"
"587",14782,50.933333,6.95,"Dressel 20","Köln","PONTIC","Military Camp","Germany"
"588",14835,50.933333,6.95,"Dressel 20","Köln","RIVES","Military Camp","Germany"
"589",14843,50.933333,6.95,"Dressel 20","Köln","PSA","Military Camp","Germany"
"590",14850,50.933333,6.95,"Dressel 20","Köln","PORPSAPORPSV","Military Camp","Germany"
"591",14863,50.933333,6.95,"Dressel 20","Köln","MSP","Military Camp","Germany"
"592",14868,50.933333,6.95,"Dressel 20","Köln","QSP","Military Camp","Germany"
"593",14876,50.933333,6.95,"Dressel 20","Köln","QSASC","Military Camp","Germany"
"594",14893,50.933333,6.95,"Dressel 20","Köln","SERN","Military Camp","Germany"
"595",14894,50.933333,6.95,"Dressel 20","Köln","LSERGISATV","Military Camp","Germany"
"596",14901,50.933333,6.95,"Dressel 20","Köln","SAENIANESSAENIAMES","Military Camp","Germany"
"597",14920,50.933333,6.95,"Dressel 20","Köln","SAXFEREV","Military Camp","Germany"
"598",14921,50.933333,6.95,"Dressel 20","Köln","SAXOVPTI","Military Camp","Germany"
"599",14929,50.933333,6.95,"Dressel 20","Köln","SCALFES","Military Camp","Germany"
"600",14956,50.933333,6.95,"Dressel 20","Köln","QVCCF","Military Camp","Germany"
"601",14959,50.933333,6.95,"Dressel 20","Köln","PVFAVSTTINI","Military Camp","Germany"
"602",14967,50.933333,6.95,"Dressel 20","Köln","LVS","Military Camp","Germany"
"603",14983,50.933333,6.95,"Dressel 20","Köln","VIRCIN","Military Camp","Germany"
"604",14984,50.933333,6.95,"Dressel 20","Köln","VIRGIN","Military Camp","Germany"
"605",14990,50.933333,6.95,"Dressel 20","Köln","VIRI","Military Camp","Germany"
"606",14997,50.933333,6.95,"Dressel 20","Köln","VRITTIPV","Military Camp","Germany"
"607",28041,50.933333,6.95,"Dressel 20","Köln","AVGGGNNNPALMACOLEARIFBARB","Military Camp","Germany"
"608",8610,50.933333,6.95,"Dressel 20","Köln","CSE","Military Camp","Germany"
"609",8611,50.933333,6.95,"Dressel 20","Köln","CCLOCA","Military Camp","Germany"
"610",8612,50.933333,6.95,"Dressel 20","Köln","MANNSATVRNINI","Military Camp","Germany"
