"","exterior_diam","inside_diam","rim_h","rim_w","shape_w","rim_inside_h","rim_w_2","protruding_rim"
"belen",12.3795766686627,10.2516851330343,2.2631249605914,2.65538529320726,0.942439529891766,2.5506110071759,3.37138676123563,3.16458987060121
"delicias",8.5207422211249,8.25151209960481,3.32153826357684,3.31623826988361,1.59032289331421,2.96417867546039,3.83543772444554,5.68855301281227
"malpica",9.83854926282588,10.4491985044667,2.75172494482827,3.09817520464702,1.39725951502724,3.25216490611663,3.17896443921836,6.90087769940267
"parlamento",12.3443630209392,9.77367933926086,3.16867970882746,5.08900515279197,0.788854931799364,2.97749537132023,5.9379801839741,4.5588396405143
"villaseca",13.2438062309636,8.37206287990133,3.66028384062004,3.17784419993667,0.775158582024299,3.21597969507414,4.32949850784857,4.18893420947629
