time,workshop,dist,amphora,exterior_diam,protruding_rim,rim_w,rim_w_2
0,malpica,10,amphora_1,176.9861034,17.1908667106,35.5969507263,41.4910128188
0,malpica,10,amphora_2,172.713164226,21.0893676497,25.7396516033,34.5948135784
0,malpica,10,amphora_3,164.936039244,21.7964290611,27.4070963967,38.2059232224
0,malpica,10,amphora_4,167.29032437,25.6580588143,26.7015682138,36.6020860334
0,malpica,10,amphora_5,185.263892768,17.8416263409,33.1299242565,32.1774070007
0,malpica,10,amphora_6,172.647013453,14.3783102036,34.1633294911,41.8520331664
0,malpica,10,amphora_7,177.604934309,14.5097959519,29.8337715769,38.990129605
0,malpica,10,amphora_8,180.340115756,20.7594668436,34.8854775107,36.9933489418
0,malpica,10,amphora_9,168.689137714,11.2517241326,34.579302315,34.6847977899
0,malpica,10,amphora_10,173.198970694,18.5196110408,30.7500414776,36.7677064487
0,malpica,10,amphora_11,179.318646014,24.5886319708,39.0099976883,43.212613239
0,malpica,10,amphora_12,159.764220313,15.73252005,33.8011817706,39.8584600097
0,malpica,10,amphora_13,162.976351988,21.5680550922,36.2023213028,36.4485042713
0,malpica,10,amphora_14,166.286891773,24.5420488167,35.2697740108,40.4559947049
0,malpica,10,amphora_15,162.776225181,12.1157175073,35.3825272945,38.6333693432
0,malpica,10,amphora_16,158.407643746,14.2843485405,35.6503716479,33.1617725635
0,malpica,10,amphora_17,158.784764963,23.6854872055,26.8786479926,38.3498578086
0,malpica,10,amphora_18,151.198529327,14.709522563,33.9945711833,39.2175430215
0,malpica,10,amphora_19,163.809247962,17.4419429148,29.9605810733,35.7509876173
0,malpica,10,amphora_20,159.249454108,16.8434893981,31.6502518082,37.8853552425
0,malpica,10,amphora_21,188.199942649,24.4063008328,34.3362354829,39.7355044699
0,malpica,10,amphora_22,190.345639953,20.2251906644,36.3473274721,36.1338745451
0,malpica,10,amphora_23,162.799860374,22.4972104161,36.6660101748,34.6593133102
0,malpica,10,amphora_24,168.39692916,15.3981891922,28.5155339678,32.9407346881
0,malpica,10,amphora_25,166.795037107,18.5730936677,37.5800761297,35.6917291838
0,malpica,10,amphora_26,175.212510012,13.0250787753,34.9685806289,34.8408640319
0,malpica,10,amphora_27,172.117580227,23.3923168254,33.1413966048,38.7049440244
0,malpica,10,amphora_28,145.731492015,21.1608271246,30.1261851185,35.2380678515
0,malpica,10,amphora_29,181.914929792,18.1924694776,35.1022721576,39.747471278
0,malpica,10,amphora_30,176.139193479,23.8870042556,26.2232507065,37.8417648919
0,malpica,10,amphora_31,160.942404145,17.2483733364,31.5512693745,36.8413078809
0,malpica,10,amphora_32,171.319750525,17.9283875757,29.6312231924,37.4365828308
0,malpica,10,amphora_33,165.465278061,20.1200643046,31.4143272653,36.04843607
0,malpica,10,amphora_34,166.966130019,17.151887943,33.4979623061,37.6888002573
0,malpica,10,amphora_35,141.776705615,18.62672644,32.5720793589,32.4206013064
